legacy_test_id,legacy_test_name,legacy_parameter_name,legacy_unit,legacy_type,canonical_parameterExternalId,canonical_name,canonical_defaultUnit,canonical_resultType,unit_mismatch_flag,type_mismatch_flag
48,MCH,Mean Cell Hemoglobin (MCH),pg,Decimal,p2238,Mean Cell Hemoglobin (MCH),pg,numeric,,
15,BLOOD C/E,Mean Cell Volume (MCV),fl,Decimal,p2239,Mean Cell Volume (MCV),fl,numeric,,
42,HB. ELECTROPHORESIS,Mean Cell Volume (MCV),fl,Decimal,p2239,Mean Cell Volume (MCV),fl,numeric,,
5489,BLOOD C/E WITH ESR,Mean Cell Volume (MCV),fl,Decimal,p2239,Mean Cell Volume (MCV),fl,numeric,,
5700,BLOOD C/E,Mean Cell Volume (MCV),fl,Decimal,p2239,Mean Cell Volume (MCV),fl,numeric,,
10701,CBC with Peripheral Film,Mean Cell Volume (MCV),fl,Decimal,p2239,Mean Cell Volume (MCV),fl,numeric,,
11983,HB. ELECTROPHORESIS,Mean Cell Volume (MCV),fl,Decimal,p2239,Mean Cell Volume (MCV),fl,numeric,,
12280,Complete Blood Count- CBC,Mean Cell Volume (MCV),fl,Decimal,p2239,Mean Cell Volume (MCV),fl,numeric,,
12343,Complete Blood Count- CBC with ESR,Mean Cell Volume (MCV),fl,Decimal,p2239,Mean Cell Volume (MCV),fl,numeric,,
12343,Complete Blood Count- CBC with ESR,Mean Cell Volume (MCV),fl,Decimal,p2239,Mean Cell Volume (MCV),fl,numeric,,
12344,Complete Blood Count- CBC with Blood Group,Mean Cell Volume (MCV),fl,Decimal,p2239,Mean Cell Volume (MCV),fl,numeric,,
12344,Complete Blood Count- CBC with Blood Group,Mean Cell Volume (MCV),fl,Decimal,p2239,Mean Cell Volume (MCV),fl,numeric,,
12346,Complete Blood Count- CBC,Mean Cell Volume (MCV),fl,Decimal,p2239,Mean Cell Volume (MCV),fl,numeric,,
12347,Complete Blood Count- CBC with Peripheral smear,Mean Cell Volume (MCV),fl,Decimal,p2239,Mean Cell Volume (MCV),fl,numeric,,
12348,Hemoglobin (Hb) with RBC indices,Mean Cell Volume (MCV),fl,Decimal,p2239,Mean Cell Volume (MCV),fl,numeric,,
50,MCV,Mean Cell Volume (MCV),fl,Decimal,p2239,Mean Cell Volume (MCV),fl,numeric,,
15,BLOOD C/E,Mean Platelet Volume (MPV),fL,Decimal,p2240,Mean Platelet Volume (MPV),fL,numeric,,
5489,BLOOD C/E WITH ESR,Mean Platelet Volume (MPV),fL,Decimal,p2240,Mean Platelet Volume (MPV),fL,numeric,,
5700,BLOOD C/E,Mean Platelet Volume (MPV),fL,Decimal,p2240,Mean Platelet Volume (MPV),fL,numeric,,
32,DLC,Metamyelocyctes,%,Decimal,p2241,Metamyelocyctes,%,numeric,,
42,HB. ELECTROPHORESIS,Metamyelocyctes,%,Decimal,p2241,Metamyelocyctes,%,numeric,,
5599,DLC,Metamyelocyctes,%,Decimal,p2241,Metamyelocyctes,%,numeric,,
11983,HB. ELECTROPHORESIS,Metamyelocyctes,%,Decimal,p2241,Metamyelocyctes,%,numeric,,
15,BLOOD C/E,Metamyelocytes,%,Decimal,p2242,Metamyelocytes,%,numeric,,
54,PERIPHERAL BLOOD SMEARS,Metamyelocytes,%,Decimal,p2242,Metamyelocytes,%,numeric,,
5489,BLOOD C/E WITH ESR,Metamyelocytes,%,Decimal,p2242,Metamyelocytes,%,numeric,,
5700,BLOOD C/E,Metamyelocytes,%,Decimal,p2242,Metamyelocytes,%,numeric,,
10701,CBC with Peripheral Film,Metamyelocytes,%,Decimal,p2242,Metamyelocytes,%,numeric,,
11986,Peripheral blood Film,Metamyelocytes,%,Decimal,p2242,Metamyelocytes,%,numeric,,
12155,Microalbuminuria (24 Hrs urine),Micro Albumin,mg/24 Hours,Decimal,p2243,Micro Albumin,mg/24 Hours,numeric,,
15,BLOOD C/E,"Monocyte, Absolute",*10^9/l,Formula,p2244,"Monocyte, Absolute",*10^9/l,numeric,UNIT_MISMATCH,TYPE_MISMATCH
5489,BLOOD C/E WITH ESR,"Monocyte, Absolute",*10^9/l,Formula,p2244,"Monocyte, Absolute",*10^9/l,numeric,UNIT_MISMATCH,TYPE_MISMATCH
5700,BLOOD C/E,"Monocyte, Absolute",*10^9/l,Formula,p2244,"Monocyte, Absolute",*10^9/l,numeric,UNIT_MISMATCH,TYPE_MISMATCH
10701,CBC with Peripheral Film,"Monocyte, Absolute",/mm3,Decimal,p2244,"Monocyte, Absolute",*10^9/l,numeric,UNIT_MISMATCH,TYPE_MISMATCH
12280,Complete Blood Count- CBC,"Monocyte, Absolute",*10^9/l,Formula,p2244,"Monocyte, Absolute",*10^9/l,numeric,UNIT_MISMATCH,TYPE_MISMATCH
12343,Complete Blood Count- CBC with ESR,"Monocyte, Absolute",*10^9/l,Formula,p2244,"Monocyte, Absolute",*10^9/l,numeric,UNIT_MISMATCH,TYPE_MISMATCH
12344,Complete Blood Count- CBC with Blood Group,"Monocyte, Absolute",*10^9/l,Formula,p2244,"Monocyte, Absolute",*10^9/l,numeric,UNIT_MISMATCH,TYPE_MISMATCH
12346,Complete Blood Count- CBC,"Monocyte, Absolute",*10^9/l,Formula,p2244,"Monocyte, Absolute",*10^9/l,numeric,UNIT_MISMATCH,TYPE_MISMATCH
12347,Complete Blood Count- CBC with Peripheral smear,"Monocyte, Absolute",*10^9/l,Formula,p2244,"Monocyte, Absolute",*10^9/l,numeric,UNIT_MISMATCH,TYPE_MISMATCH
15,BLOOD C/E,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
32,DLC,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
42,HB. ELECTROPHORESIS,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
54,PERIPHERAL BLOOD SMEARS,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
5489,BLOOD C/E WITH ESR,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
5599,DLC,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
5700,BLOOD C/E,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
10701,CBC with Peripheral Film,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
11983,HB. ELECTROPHORESIS,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
11986,Peripheral blood Film,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
12280,Complete Blood Count- CBC,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
12343,Complete Blood Count- CBC with ESR,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
12344,Complete Blood Count- CBC with Blood Group,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
12346,Complete Blood Count- CBC,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
12347,Complete Blood Count- CBC with Peripheral smear,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
11960,ABSOLUTE MONOCYTE COUNT,Monocytes,%,Decimal,p2245,Monocytes,%,numeric,,
12000,MONOSPOT TEST,Monospot Test,,Decimal,p2246,Monospot Test,,numeric,,
12284,Urine Complete Examination,Mucous Threads,,List,p2247,Mucous Threads,,coded,,
12035,Stool Complete Examination,Mucus,,Text,p2248,Mucus,,text,,
12157,MYCODOT (IgG),MycoDot (IgG),-,Decimal,p2249,MycoDot (IgG),-,numeric,,
12158,MYCODOT (IgM),MycoDot (IgM),-,Decimal,p2250,MycoDot (IgM),-,numeric,,
32,DLC,Myelocyctes,%,Decimal,p2251,Myelocyctes,%,numeric,,
42,HB. ELECTROPHORESIS,Myelocyctes,%,Decimal,p2251,Myelocyctes,%,numeric,,
5599,DLC,Myelocyctes,%,Decimal,p2251,Myelocyctes,%,numeric,,
11983,HB. ELECTROPHORESIS,Myelocyctes,%,Decimal,p2251,Myelocyctes,%,numeric,,
15,BLOOD C/E,Myelocytes,%,Decimal,p2252,Myelocytes,%,numeric,,
54,PERIPHERAL BLOOD SMEARS,Myelocytes,%,Decimal,p2252,Myelocytes,%,numeric,,
5489,BLOOD C/E WITH ESR,Myelocytes,%,Decimal,p2252,Myelocytes,%,numeric,,
5700,BLOOD C/E,Myelocytes,%,Decimal,p2252,Myelocytes,%,numeric,,
10701,CBC with Peripheral Film,Myelocytes,%,Decimal,p2252,Myelocytes,%,numeric,,
11986,Peripheral blood Film,Myelocytes,%,Decimal,p2252,Myelocytes,%,numeric,,
15,BLOOD C/E,"Neutrophil, Absolute",*10^9/L,Formula,p2253,"Neutrophil, Absolute",*10^9/L,numeric,UNIT_MISMATCH,TYPE_MISMATCH
5489,BLOOD C/E WITH ESR,"Neutrophil, Absolute",*10^9/L,Formula,p2253,"Neutrophil, Absolute",*10^9/L,numeric,UNIT_MISMATCH,TYPE_MISMATCH
5700,BLOOD C/E,"Neutrophil, Absolute",*10^9/L,Formula,p2253,"Neutrophil, Absolute",*10^9/L,numeric,UNIT_MISMATCH,TYPE_MISMATCH
10701,CBC with Peripheral Film,"Neutrophil, Absolute",/mm3,Decimal,p2253,"Neutrophil, Absolute",*10^9/L,numeric,UNIT_MISMATCH,TYPE_MISMATCH
12280,Complete Blood Count- CBC,"Neutrophil, Absolute",*10^9/L,Formula,p2253,"Neutrophil, Absolute",*10^9/L,numeric,UNIT_MISMATCH,TYPE_MISMATCH
12343,Complete Blood Count- CBC with ESR,"Neutrophil, Absolute",*10^9/L,Formula,p2253,"Neutrophil, Absolute",*10^9/L,numeric,UNIT_MISMATCH,TYPE_MISMATCH
12344,Complete Blood Count- CBC with Blood Group,"Neutrophil, Absolute",*10^9/L,Formula,p2253,"Neutrophil, Absolute",*10^9/L,numeric,UNIT_MISMATCH,TYPE_MISMATCH
12346,Complete Blood Count- CBC,"Neutrophil, Absolute",*10^9/L,Formula,p2253,"Neutrophil, Absolute",*10^9/L,numeric,UNIT_MISMATCH,TYPE_MISMATCH
12347,Complete Blood Count- CBC with Peripheral smear,"Neutrophil, Absolute",*10^9/L,Formula,p2253,"Neutrophil, Absolute",*10^9/L,numeric,UNIT_MISMATCH,TYPE_MISMATCH
11961,ABSOLUTE NEUTROPHILE COUNT,"Neutrophil, Absolute",*10^9/L,Formula,p2253,"Neutrophil, Absolute",*10^9/L,numeric,UNIT_MISMATCH,TYPE_MISMATCH
15,BLOOD C/E,Neutrophils,%,Decimal,p2254,Neutrophils,%,numeric,,
32,DLC,Neutrophils,%,Decimal,p2254,Neutrophils,%,numeric,,
42,HB. ELECTROPHORESIS,Neutrophils,%,Decimal,p2254,Neutrophils,%,numeric,,
54,PERIPHERAL BLOOD SMEARS,Neutrophils,%,Decimal,p2254,Neutrophils,%,numeric,,
5489,BLOOD C/E WITH ESR,Neutrophils,%,Decimal,p2254,Neutrophils,%,numeric,,
5599,DLC,Neutrophils,%,Decimal,p2254,Neutrophils,%,numeric,,
5700,BLOOD C/E,Neutrophils,%,Decimal,p2254,Neutrophils,%,numeric,,
10701,CBC with Peripheral Film,Neutrophils,%,Decimal,p2254,Neutrophils,%,numeric,,
11983,HB. ELECTROPHORESIS,Neutrophils,%,Decimal,p2254,Neutrophils,%,numeric,,
11986,Peripheral blood Film,Neutrophils,%,Decimal,p2254,Neutrophils,%,numeric,,
12280,Complete Blood Count- CBC,Neutrophils,%,Decimal,p2254,Neutrophils,%,numeric,,
12343,Complete Blood Count- CBC with ESR,Neutrophils,%,Decimal,p2254,Neutrophils,%,numeric,,
12344,Complete Blood Count- CBC with Blood Group,Neutrophils,%,Decimal,p2254,Neutrophils,%,numeric,,
12346,Complete Blood Count- CBC,Neutrophils,%,Decimal,p2254,Neutrophils,%,numeric,,
12347,Complete Blood Count- CBC with Peripheral smear,Neutrophils,%,Decimal,p2254,Neutrophils,%,numeric,,
12284,Urine Complete Examination,Nitrate,,Text,p2255,Nitrate,,text,,
15,BLOOD C/E,Nucleated RBCs,/100 WBC's,Decimal,p2256,Nucleated RBCs,/100 WBC's,numeric,,
32,DLC,Nucleated RBCs,/100 WBC's,Decimal,p2256,Nucleated RBCs,/100 WBC's,numeric,,
42,HB. ELECTROPHORESIS,Nucleated RBCs,/100 WBC's,Decimal,p2256,Nucleated RBCs,/100 WBC's,numeric,,
54,PERIPHERAL BLOOD SMEARS,Nucleated RBCs,/100 WBC's,Decimal,p2256,Nucleated RBCs,/100 WBC's,numeric,,
5489,BLOOD C/E WITH ESR,Nucleated RBCs,/100 WBC's,Decimal,p2256,Nucleated RBCs,/100 WBC's,numeric,,
5599,DLC,Nucleated RBCs,/100 WBC's,Decimal,p2256,Nucleated RBCs,/100 WBC's,numeric,,
5700,BLOOD C/E,Nucleated RBCs,/100 WBC's,Decimal,p2256,Nucleated RBCs,/100 WBC's,numeric,,
10701,CBC with Peripheral Film,Nucleated RBCs,/100 WBC's,Decimal,p2256,Nucleated RBCs,/100 WBC's,numeric,,
11983,HB. ELECTROPHORESIS,Nucleated RBCs,/100 WBC's,Decimal,p2256,Nucleated RBCs,/100 WBC's,numeric,,
11986,Peripheral blood Film,Nucleated RBCs,/100 WBC's,Decimal,p2256,Nucleated RBCs,/100 WBC's,numeric,,
12346,Complete Blood Count- CBC,Nucleated RBCs,/100 WBC's,Decimal,p2256,Nucleated RBCs,/100 WBC's,numeric,,
12035,Stool Complete Examination,Occult Blood,,Text,p2257,Occult Blood,,text,,
12159,Serum Osmolality,Osmolaliyt (Blood),mosmol/kg,Decimal,p2258,Osmolaliyt (Blood),mosmol/kg,numeric,,
12035,Stool Complete Examination,Ova,,Text,p2259,Ova,,text,,
15,BLOOD C/E,P-LCC,*10^9/l,Decimal,p2260,P-LCC,*10^9/l,numeric,,
5489,BLOOD C/E WITH ESR,P-LCC,*10^9/l,Decimal,p2260,P-LCC,*10^9/l,numeric,,
5700,BLOOD C/E,P-LCC,*10^9/l,Decimal,p2260,P-LCC,*10^9/l,numeric,,
15,BLOOD C/E,P-LCR,-,Decimal,p2261,P-LCR,-,numeric,,
5489,BLOOD C/E WITH ESR,P-LCR,-,Decimal,p2261,P-LCR,-,numeric,,
5700,BLOOD C/E,P-LCR,-,Decimal,p2261,P-LCR,-,numeric,,
12035,Stool Complete Examination,Parasite,,Text,p2262,Parasite,,text,,
10552,Cross Match & Screening,Patient Blood Group,-,List,p2263,Patient Blood Group,-,coded,,
12299,CROSS MATCH with Screening,Patient Blood Group,-,List,p2263,Patient Blood Group,-,coded,,
12091,ANTI HBs,Patient's Value,U/ml,Decimal,p2264,Patient's Value,U/ml,numeric,,
92,STOOL REDUCING SUBSTANCE,PH,,List,p2265,PH,,coded,,
12284,Urine Complete Examination,PH,,List,p2265,PH,,coded,,
12289,Semen Analysis,PH,,List,p2265,PH,,coded,,
12228,PHOSPHATE,Phosphate (Serum),mg/dl,Decimal,p2266,Phosphate (Serum),mg/dl,numeric,,
11987,PHOSPHATE (SPOT URINE),Phosphate Spot Urine,mg/24 Hours,Decimal,p2267,Phosphate Spot Urine,mg/24 Hours,numeric,,
12029,PIVKA-II,PIVKA-II,mAU/mL,Text,p2268,PIVKA-II,mAU/mL,text,,
15,BLOOD C/E,Platelet Distribution Width (PDW),-,Decimal,p2269,Platelet Distribution Width (PDW),-,numeric,,
5489,BLOOD C/E WITH ESR,Platelet Distribution Width (PDW),-,Decimal,p2269,Platelet Distribution Width (PDW),-,numeric,,
5700,BLOOD C/E,Platelet Distribution Width (PDW),-,Decimal,p2269,Platelet Distribution Width (PDW),-,numeric,,
15,BLOOD C/E,Plateletcrit (PCT),mL/L,Decimal,p2270,Plateletcrit (PCT),mL/L,numeric,,
5489,BLOOD C/E WITH ESR,Plateletcrit (PCT),mL/L,Decimal,p2270,Plateletcrit (PCT),mL/L,numeric,,
5700,BLOOD C/E,Plateletcrit (PCT),mL/L,Decimal,p2270,Plateletcrit (PCT),mL/L,numeric,,
15,BLOOD C/E,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
32,DLC,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
42,HB. ELECTROPHORESIS,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
5489,BLOOD C/E WITH ESR,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
5599,DLC,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
5700,BLOOD C/E,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
10701,CBC with Peripheral Film,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
11983,HB. ELECTROPHORESIS,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
12280,Complete Blood Count- CBC,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
12306,CBC For Dengue,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
12343,Complete Blood Count- CBC with ESR,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
12344,Complete Blood Count- CBC with Blood Group,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
12346,Complete Blood Count- CBC,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
12347,Complete Blood Count- CBC with Peripheral smear,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
59,PLATELET COUNT,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
5699,PLATELET COUNT,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
11988,Platelets Count,Platelets Count,*10^9/l,Decimal,p2271,Platelets Count,*10^9/l,numeric,,
12161,ProBNP (N-t) II,ProBNP (N-t) II,pg/ml,Decimal,p2272,ProBNP (N-t) II,pg/ml,numeric,,
12162,Procalcitonin (PCT),Procalcitonin (PCT),ng/mL,Decimal,p2273,Procalcitonin (PCT),ng/mL,numeric,,
12163,Progesterone Level,Progesterone Level,nmol/l,Decimal,p2274,Progesterone Level,nmol/l,numeric,,
12046,"LH , FSH , SERUM PROLACTIN",Prolactin,ng/ml,Decimal,p2275,Prolactin,ng/ml,numeric,,
12048,Serum Prolactin,Prolactin,ng/ml,Decimal,p2275,Prolactin,ng/ml,numeric,,
15,BLOOD C/E,Promeyelocyctes,%,Decimal,p2276,Promeyelocyctes,%,numeric,,
32,DLC,Promeyelocyctes,%,Decimal,p2276,Promeyelocyctes,%,numeric,,
42,HB. ELECTROPHORESIS,Promeyelocyctes,%,Decimal,p2276,Promeyelocyctes,%,numeric,,
54,PERIPHERAL BLOOD SMEARS,Promeyelocyctes,%,Decimal,p2276,Promeyelocyctes,%,numeric,,
5489,BLOOD C/E WITH ESR,Promeyelocyctes,%,Decimal,p2276,Promeyelocyctes,%,numeric,,
5599,DLC,Promeyelocyctes,%,Decimal,p2276,Promeyelocyctes,%,numeric,,
5700,BLOOD C/E,Promeyelocyctes,%,Decimal,p2276,Promeyelocyctes,%,numeric,,
11983,HB. ELECTROPHORESIS,Promeyelocyctes,%,Decimal,p2276,Promeyelocyctes,%,numeric,,
11986,Peripheral blood Film,Promeyelocyctes,%,Decimal,p2276,Promeyelocyctes,%,numeric,,
10701,CBC with Peripheral Film,Promyelocytes,%,Decimal,p2277,Promyelocytes,%,numeric,,
12284,Urine Complete Examination,Protein,,Text,p2278,Protein,,text,,
12231,Urine Protein/ Creatinine Ratio (Spot),Protein / Creatinine Ratio (Spot Urine),,Decimal,p2279,Protein / Creatinine Ratio (Spot Urine),,numeric,,
12231,Urine Protein/ Creatinine Ratio (Spot),Protein (Spot Urine),mg/dl,Decimal,p2280,Protein (Spot Urine),mg/dl,numeric,,
11964,AMYLASE (FLUID),Protein (Spot Urine),mg/dl,Decimal,p2280,Protein (Spot Urine),mg/dl,numeric,,
298,P.S.A. Total,PSA (Prostate Specific Antigen) Total,ng/ml,Text,p2281,PSA (Prostate Specific Antigen) Total,ng/ml,text,,
12160,Total PSA,PSA (Prostate Specific Antigen) Total,ng/ml,Text,p2281,PSA (Prostate Specific Antigen) Total,ng/ml,text,,
60,PROTHROMBIN TIME (PT with INR),PT,sec.,Decimal,p2282,PT,Seconds,text,UNIT_MISMATCH,TYPE_MISMATCH
5701,PROTHROMBIN TIME (PT with INR),PT,sec.,Decimal,p2282,PT,Seconds,text,UNIT_MISMATCH,TYPE_MISMATCH
12282,PROTHROMBIN TIME (PT with INR),PT,Seconds,Text,p2282,PT,Seconds,text,UNIT_MISMATCH,TYPE_MISMATCH
12309,Prothrombin Time (PT with INR),PT,Seconds,Text,p2282,PT,Seconds,text,UNIT_MISMATCH,TYPE_MISMATCH
12322,"PT, APTT, INR",PT,Seconds,Text,p2282,PT,Seconds,text,UNIT_MISMATCH,TYPE_MISMATCH
12282,PROTHROMBIN TIME (PT with INR),PT Control,Seconds,Decimal,p2283,PT Control,Seconds,numeric,,
12309,Prothrombin Time (PT with INR),PT Control,Seconds,Decimal,p2283,PT Control,Seconds,numeric,,
12322,"PT, APTT, INR",PT Control,Seconds,Decimal,p2283,PT Control,Seconds,numeric,,
12047,PTH (FASTING),PTH,pg/mL,Decimal,p2284,PTH,pg/mL,numeric,,
12284,Urine Complete Examination,Pus Cells,,Text,p2285,Pus Cells,,text,,
12289,Semen Analysis,Pus Cells,,Text,p2285,Pus Cells,,text,,
12035,Stool Complete Examination,Pus Cells/WBC,,Text,p2286,Pus Cells/WBC,,text,,
12166,QuantiFeron-TB Gold Test,QuantiFeron-TB Gold Test,IU/ml,Decimal,p2287,QuantiFeron-TB Gold Test,IU/ml,numeric,,
12001,R.A FACTOR IgG,R.A Factor IgG,IU/ml,Decimal,p2288,R.A Factor IgG,IU/ml,numeric,,
12002,R.A FACTOR IgM,R.A Factor IgM,IU/ml,Decimal,p2289,R.A Factor IgM,IU/ml,numeric,,
12030,R.A FACTOR (QUANTITATIVE),R.A. Factor (Quantitative),IU/mL,Text,p2290,R.A. Factor (Quantitative),IU/mL,text,,
12382,RA Factor,RA Factor,IU/ml,Decimal,p2291,RA Factor,IU/ml,numeric,,
12035,Stool Complete Examination,RBC,,Text,p2292,RBC,,text,,
15,BLOOD C/E,Red Blood Cell (RBC),*10^12/l,Decimal,p2293,Red Blood Cell (RBC),*10^12/l,numeric,,
42,HB. ELECTROPHORESIS,Red Blood Cell (RBC),*10^12/l,Decimal,p2293,Red Blood Cell (RBC),*10^12/l,numeric,,
5489,BLOOD C/E WITH ESR,Red Blood Cell (RBC),*10^12/l,Decimal,p2293,Red Blood Cell (RBC),*10^12/l,numeric,,
5700,BLOOD C/E,Red Blood Cell (RBC),*10^12/l,Decimal,p2293,Red Blood Cell (RBC),*10^12/l,numeric,,
10701,CBC with Peripheral Film,Red Blood Cell (RBC),*10^12/l,Decimal,p2293,Red Blood Cell (RBC),*10^12/l,numeric,,
11983,HB. ELECTROPHORESIS,Red Blood Cell (RBC),*10^12/l,Decimal,p2293,Red Blood Cell (RBC),*10^12/l,numeric,,
12280,Complete Blood Count- CBC,Red Blood Cell (RBC),*10^12/l,Decimal,p2293,Red Blood Cell (RBC),*10^12/l,numeric,,
12306,CBC For Dengue,Red Blood Cell (RBC),*10^12/l,Decimal,p2293,Red Blood Cell (RBC),*10^12/l,numeric,,
12343,Complete Blood Count- CBC with ESR,Red Blood Cell (RBC),*10^12/l,Decimal,p2293,Red Blood Cell (RBC),*10^12/l,numeric,,
12344,Complete Blood Count- CBC with Blood Group,Red Blood Cell (RBC),*10^12/l,Decimal,p2293,Red Blood Cell (RBC),*10^12/l,numeric,,
12346,Complete Blood Count- CBC,Red Blood Cell (RBC),*10^12/l,Decimal,p2293,Red Blood Cell (RBC),*10^12/l,numeric,,
12347,Complete Blood Count- CBC with Peripheral smear,Red Blood Cell (RBC),*10^12/l,Decimal,p2293,Red Blood Cell (RBC),*10^12/l,numeric,,
12348,Hemoglobin (Hb) with RBC indices,Red Blood Cell (RBC),*10^12/l,Decimal,p2293,Red Blood Cell (RBC),*10^12/l,numeric,,
66,TOTAL RBC,Red Blood Cell (RBC),*10^12/l,Decimal,p2293,Red Blood Cell (RBC),*10^12/l,numeric,,
12284,Urine Complete Examination,Red Blood Cells,,Text,p2294,Red Blood Cells,,text,,
12289,Semen Analysis,Red Blood Cells,,Text,p2294,Red Blood Cells,,text,,
15,BLOOD C/E,Red Cell Dist. Width (RDW-CV),%,Decimal,p2295,Red Cell Dist. Width (RDW-CV),%,numeric,,
5489,BLOOD C/E WITH ESR,Red Cell Dist. Width (RDW-CV),%,Decimal,p2295,Red Cell Dist. Width (RDW-CV),%,numeric,,
5700,BLOOD C/E,Red Cell Dist. Width (RDW-CV),%,Decimal,p2295,Red Cell Dist. Width (RDW-CV),%,numeric,,
10701,CBC with Peripheral Film,Red Cell Dist. Width (RDW-CV),%,Decimal,p2295,Red Cell Dist. Width (RDW-CV),%,numeric,,
12280,Complete Blood Count- CBC,Red Cell Dist. Width (RDW-CV),%,Decimal,p2295,Red Cell Dist. Width (RDW-CV),%,numeric,,
12343,Complete Blood Count- CBC with ESR,Red Cell Dist. Width (RDW-CV),%,Decimal,p2295,Red Cell Dist. Width (RDW-CV),%,numeric,,
12344,Complete Blood Count- CBC with Blood Group,Red Cell Dist. Width (RDW-CV),%,Decimal,p2295,Red Cell Dist. Width (RDW-CV),%,numeric,,
12346,Complete Blood Count- CBC,Red Cell Dist. Width (RDW-CV),%,Decimal,p2295,Red Cell Dist. Width (RDW-CV),%,numeric,,
12347,Complete Blood Count- CBC with Peripheral smear,Red Cell Dist. Width (RDW-CV),%,Decimal,p2295,Red Cell Dist. Width (RDW-CV),%,numeric,,
12348,Hemoglobin (Hb) with RBC indices,Red Cell Dist. Width (RDW-CV),%,Decimal,p2295,Red Cell Dist. Width (RDW-CV),%,numeric,,
15,BLOOD C/E,Red Cell Dist. Width (RDW-SD),fl,Decimal,p2296,Red Cell Dist. Width (RDW-SD),fl,numeric,,
5489,BLOOD C/E WITH ESR,Red Cell Dist. Width (RDW-SD),fl,Decimal,p2296,Red Cell Dist. Width (RDW-SD),fl,numeric,,
5700,BLOOD C/E,Red Cell Dist. Width (RDW-SD),fl,Decimal,p2296,Red Cell Dist. Width (RDW-SD),fl,numeric,,
11989,RED CELL FOLIC ACID,Red Cell Folate,nmol/l,Decimal,p2297,Red Cell Folate,nmol/l,numeric,,
12288,Typhidot,Remarks,,Text,p2298,Remarks,,text,,
11990,Reticulocyte Count,Reticulocyte Count,%,Decimal,p2299,Reticulocyte Count,%,numeric,,
62,RETICULOCYTES,Reticulocyte Count,%,Decimal,p2299,Reticulocyte Count,%,numeric,,
5705,RETICULOCYTES,Reticulocyte Count,%,Decimal,p2299,Reticulocyte Count,%,numeric,,
11990,Reticulocyte Count,Reticulocyte Index,,Decimal,p2300,Reticulocyte Index,,numeric,,
12003,Rh. Antibodies Titer,Rh Antibody Titer,,Text,p2301,Rh Antibody Titer,,text,,
349,BLOOD GROUP & Rh FACTOR,RH Factor,,List,p2302,RH Factor,,coded,,
12292,Blood Group,RH Factor,,List,p2302,RH Factor,,coded,,
12293,Rheumatoid Factor (Quantitative),Rheumatoid Factor (Rh),iu/ml,Decimal,p2303,Rheumatoid Factor (Rh),iu/ml,numeric,,
10552,Cross Match & Screening,RPR (VDRL),-,List,p2304,RPR (VDRL),-,coded,,
12299,CROSS MATCH with Screening,RPR (VDRL),-,List,p2304,RPR (VDRL),-,coded,,
12167,RUBELLA ANTIBODIES (IgG),Rubella IgG,IU/mL,Decimal,p2305,Rubella IgG,IU/mL,numeric,,
12168,RUBELLA ANTIBODIES (IgM),Rubella IgM,IU/ml,Decimal,p2306,Rubella IgM,IU/ml,numeric,,
